,Rating,Boxer,Country,Weight,Ceiling,Action,Promoter,Trainer,Sex
0,1,"Alvarez, Canelo",MX,168,5.0,4.13,,"Reynoso, Eddy",Male
1,2,"Shields, Claressa",US,154,5.0,4.0,Salita,"Jackson, John David",Female
2,3,"McCaskill, Jessica",US,147,5.0,4.0,Matchroom,"Ramos, Rick",Female
3,4,"Estrada, Seniesa",US,105,5.0,4.0,Golden Boy,"Campos, Dean",Female
4,5,"Serrano, Amanda",PR,126,5.0,5.0,Most Valuable Promotions,"Maldonado, Jordan",Female
5,6,"Marshall, Savannah",GB,160,5.0,5.0,Boxxer,"Fury, Peter",Female
6,7,"Taylor, Katie",IE,135,5.0,4.0,Matchroom,"Enamait, Ross",Female
7,8,"Mayer, Mikaela",US,130,5.0,4.0,Top Rank,"Mitchell, Al",Female
8,9,"Inoue, Naoya",JP,118,4.99,5.0,Top Rank,"Inoue, Shingo",Male
9,10,"Fury, Tyson",GB,HWT,4.98,4.0,Top Rank,"Steward, SugarHill",Male
10,11,"Lomachenko, Vasyl",UA,135,4.95,4.58,Top Rank,"Lomachenko, Anatoly",Male
11,12,"Crawford, Terence ",US,147,4.85,3.75,,"McIntyre, Brian",Male
12,13,"Usyk, Oleksandr",UA,HWT,4.83,4.25,Matchroom,"Katchenko, Yuri",Male
13,14,"Spence Jr, Errol",US,147,4.75,4.3,PBC,"James, Derrick",Male
14,15,"Taylor, Josh",GB,140,4.66,3.69,Top Rank,"Davison, Ben",Male
15,16,"Shigeoka, Ginjiro",JP,105,4.54,4.88,Watanabe,"Machida, Chikara",Male
16,17,"Estrada, Juan Francisco",MX,115,4.53,4.58,Matchroom,"Caballero, Alfredo",Male
17,18,"Beterbiev, Artur",RU,175,4.49,4.05,Top Rank,"Ramsay, Marc",Male
18,19,"Ortiz Jr, Vergil",US,147,4.36,4.57,Golden Boy,"Robles, Manny",Male
19,20,"Lopez, Teofimo ",US,135,4.35,4.0,Top Rank,"Lopez, Teofimo",Male
20,21,"Ennis, Jaron",US,147,4.34,4.5,D&amp;D,"Ennis, Bozy",Male
21,22,"Ramirez, Jose",US,140,4.33,3.75,Top Rank,"Garcia, Robert",Male
22,23,"Haney, Devin",US,135,4.31,2.75,Matchroom,"Haney, Bill",Male
23,24,"Gonzalez, Roman",NI,115,4.29,5.0,Teiken,"Caballero, Marcos",Male
24,25,"Bivol, Dmitry",RU,175,4.26,3.5,Matchroom,"Mashianov, Gennady",Male
25,26,"Stevenson, Shakur",US,130,4.2,2.38,Top Rank,"Moses, Wali",Male
26,27,"Martinez, Julio Cesar",MX,112,4.19,4.88,Matchroom,"Aceves, Mauricio",Male
27,28,"CP Freshmart, Knockout",TH,105,4.15,3.75,,,Male
28,29,"Briedis, Mairis",LV,200,4.14,3.25,Wasserman,"Siholajs, Dmitirijs",Male
29,30,"Castano, Brian",AR,154,4.1,4.0,PBC,"Castano, Carlos",Male
30,31,"Dalakian, Artem",UA,112,4.04,3.5,Union,"Syniepupov, Andriy",Male
31,32,"Prograis, Regis",US,140,4.03,4.0,Probellum,"Benton, Bobby",Male
32,33,"Berchelt, Miguel",MX,130,4.0,4.6,Top Rank,"Caballero, Alfredo",Male
33,34,"Menayothin, Wenhang",TH,105,4.0,3.5,,,Male
34,35,"Esparza, Marlen",US,112,4.0,4.0,Golden Boy,"Cooper, James",Female
35,36,"Cameron, Chantelle",GB,140,4.0,4.0,Matchroom,"Moore, Jamie",Female
36,37,"Fujioka, Naoko",JP,112,4.0,4.0,,"Lira, Ben",Female
37,38,"Juarez, Lourdes",MX,115,4.0,3.0,,,Female
38,39,"Joshua, Anthony ",GB,HWT,3.97,3.55,Matchroom,"McCracken, Robert",Male
39,40,"Tszyu, Tim",AU,154,3.93,4.08,No Limit,"Goloubev, Igor",Male
40,41,"Kambosos Jr, George",AU,135,3.85,3.75,DiBella,"Centeno, Javiel",Male
41,42,"Davis, Gervonta ",US,135,3.84,4.13,PBC,"Ford, Calvin",Male
42,43,"Charlo, Jermell",US,154,3.81,2.94,PBC,"James, Derrick",Male
43,44,"Valdez, Oscar",MX,130,3.81,3.92,Top Rank,"Reynoso, Eddy",Male
44,45,"Anderson, Jared",US,HWT,3.75,4.5,Top Rank,"Riley, Darrie",Male
45,46,"Wilder, Deontay",US,HWT,3.73,4.4,PBC,"Scott, Malik",Male
46,47,"Garcia, Ryan",US,135,3.72,4.08,Golden Boy,"Goossen, Joe",Male
47,48,"Benavidez, David",US,168,3.67,4.33,PBC,"Benavidez, Jose",Male
48,49,"Berlanga, Edgar",US,168,3.67,4.0,Top Rank,"Rozier, Andre",Male
49,50,"Russell Jr, Gary",US,126,3.67,3.0,PBC,"Russell Sr, Gary",Male
50,51,"Madrimov, Israil",UZ,154,3.65,4.13,Matchroom,"Diaz, Joel",Male
51,52,"Akhmadaliev, Murodjon",UZ,122,3.5,4.0,Matchroom,"Diaz, Joel",Male
52,53,"Buatsi, Joshua",GB,175,3.5,3.5,Matchroom,"Hunter, Virgil",Male
53,54,"Figueroa , Brandon",US,122,3.5,5.0,PBC,"Figueroa, Omar",Male
54,55,"Galahad, Kid",GB,126,3.5,1.5,Matchroom,"Ingle, Dominic",Male
55,56,"Gongora, Carlos",EC,168,3.5,4.5,Matchroom,"Bermudez, Hector",Male
56,57,"Okolie, Lawrence",GB,200,3.5,2.5,Matchroom,"McGuigan, Shane",Male
57,58,"Saunders, Billy Joe",GB,168,3.5,3.0,Matchroom,"Tibbs, Mark",Male
58,59,"Yafai, Kal",GB,115,3.5,1.5,Matchroom,"McCracken, Spencer",Male
59,60,"Rodriguez, Jesse",US,115,3.5,4.0,Matchroom,"Garcia, Robert",Male
60,61,"Dubois, Daniel",GB,HWT,3.45,4.25,Queensberry,"Bowers, Martin",Male
61,62,"Hrgovic, Filip",HR,HWT,3.43,3.63,Matchroom,"Diaz, Pedro",Male
62,63,"Charlo, Jermall",US,160,3.4,3.2,PBC,"Shields, Ronnie",Male
63,64,"Conwell, Charles",US,154,3.4,4.0,DiBella,"Jones, Otha",Male
64,65,"Golovkin, Gennadiy",KZ,160,3.4,4.4,Matchroom,"Banks, Johnathan",Male
65,66,"Ruiz Jr, Andy",US,HWT,3.39,3.75,PBC,"Reynoso, Eddy",Male
66,67,"Alimkhanuly, Janibek",KZ,160,3.33,3.33,Top Rank,"McGirt, Buddy",Male
67,68,"Herring, Jamel ",US,130,3.33,3.0,Top Rank,"McIntyre, Brian",Male
68,69,"Jacobs, Daniel",US,168,3.33,2.5,,"Rozier, Andre",Male
69,70,"Plant, Caleb",US,168,3.33,3.33,PBC,"Gamber, Justin",Male
70,71,"Santa Cruz, Leo ",MX,130,3.33,4.33,PBC,"Santa Cruz, Jose",Male
71,72,"Thurman, Keith",US,147,3.25,3.5,PBC,"Birmingham, Dan",Male
72,73,"Diaz, JoJo",US,135,3.22,3.19,Golden Boy,"Diaz, Joseph",Male
73,74,"Bohachuk, Serhii",UA,154,3.2,4.92,360,"Robles, Manny",Male
74,75,"Joyce, Joe",GB,HWT,3.11,3.67,Queensberry,"Broughton, Steve",Male
75,76,"Ancajas, Jerwin",PH,115,3.0,3.0,PBC,"Jimenez, Joven",Male
76,77,"Andrade, Demetrius",US,160,3.0,2.5,Matchroom,"Andrade, Paul",Male
77,78,"Barboza Jr, Arnold ",US,140,3.0,3.5,Top Rank,"Barboza, Arnold",Male
78,79,"Besputin, Alexander",RU,147,3.0,3.0,,"Contreras, Marco",Male
79,80,"Casimero, John Riel",PH,118,3.0,4.0,MP,"Neri, Nonoy",Male
80,81,"Colbert, Chris",US,130,3.0,3.0,PBC,"Sosa, Aureliano",Male
81,82,"Donaire, Nonito",PH,118,3.0,4.5,PBC,"Bazzel, Mike",Male
82,83,"Dorticos, Yuniel",CU,200,3.0,3.5,Warriors,"Castanos, Eric",Male
83,84,"Edwards, Sunny",GB,112,3.0,3.0,Probellum,"Smith, Grant",Male
84,85,"Franco, Joshua",US,115,3.0,4.0,Golden Boy,"Garcia, Robert",Male
85,86,"Alvarado, Felix",NI,108,3.0,4.0,Golden Boy,,Male
86,87,"Ioka, Kazuto",JP,115,3.0,4.0,Watanabe,"Salas, Ismael",Male
87,88,"Kyoguchi, Hiroto",JP,108,3.0,4.0,Matchroom,"Kobayashi, Takamatsu",Male
88,89,"Lubin, Erickson",US,154,3.0,2.75,PBC,"Cunningham, Kevin",Male
89,90,"Magsayo, Mark ",PH,126,3.0,3.0,Vladimir,"Roach, Freddie",Male
90,91,"Makabu, Ilunga",CG,200,3.0,5.0,Don King,"Durandt, Damien",Male
91,92,"Mendez, Wilfredo",PR,105,3.0,1.0,PR Best,"Gonzalez, Yoel",Male
92,93,"Morrell, David",CU,168,3.0,3.5,PBC,"Shields, Ronnie",Male
93,94,"Mthalane, Moruti",ZA,112,3.0,4.0,TK Boxing,"Nathan, Colin",Male
94,95,"Nakatani, Junto",JP,112,3.0,4.0,,,Male
95,96,"Navarrete, Emanuel",MX,126,3.0,5.0,,"Navarrete, Pedro",Male
96,97,"Nery, Luis",MX,122,3.0,3.5,PBC,,Male
97,98,"Oubaali, Nordine",FR,118,3.0,3.0,MTK Global,"Oubaali, Ali",Male
98,99,"Rakhimov, Shavkat",RU,130,3.0,4.0,RCC,"Popov, Nikolay",Male
99,100,"Sanchez, Saul",US,118,3.0,4.5,Thompson,"Robles, Manny",Male
100,101,"Smith, Callum",GB,175,3.0,3.0,Matchroom,"McGirt, Buddy",Male
101,102,"Tanaka, Kosei",JP,115,3.0,4.0,Hatanaka,"Tanaka, Hitoshi",Male
102,103,"Teraji, Kenshiro",JP,108,3.0,4.0,Teiken,"Teraji, Hisashi",Male
103,104,"Vargas, Rey",MX,122,3.0,3.0,PBC,"Beristain, Nacho",Male
104,105,"Villa, Ruben",US,126,3.0,3.0,Thompson,"Garcia, Max",Male
105,106,"Zepeda, Jose",US,140,3.0,3.5,Zanfer,"Zepeda, Rene",Male
106,107,"Fulton, Stephen",US,122,3.0,3.0,PBC,"Muhammad, Hamza",Male
107,108,"Roman, Daniel",US,122,3.0,4.0,PBC,"Gonzalez, Eddie",Male
108,109,"Cieslak, Michal",PL,200,3.0,3.0,Babilon,"Liczik, Andrzej",Male
109,110,"Aleem, Raeese",US,122,3.0,3.0,Kings,"McCoy, Bobby ",Male
110,111,"Nontshinga, Sivenathi",ZA,108,3.0,4.0,Rumble Africa,"Gopheni, Thembani",Male
111,112,"Sor Rungvisai, Srisaket",TH,115,3.0,4.0,Matchroom,,Male
112,113,"Smith Jr, Joe",US,175,3.0,4.0,Top Rank,"Copabianco, Jerry",Male
113,114,"Postol, Viktor",UA,140,3.0,3.0,,"Roach, Freddie",Male
114,115,"Rodriguez, Emmanuel",PR,118,3.0,2.0,PBC,"Trinidad, Freddy ",Male
115,116,"Dicaire, Marie Eve",CA,154,3.0,2.0,GYM,,Female
116,117,"Perkins, Danielle",US,HWT,3.0,3.0,Kings,,Female
117,118,"Braekhus, Cecilia",NO,147,3.0,3.0,,"Sanchez, Abel",Female
118,119,"Ibarra, Alma",MX,154,3.0,4.0,,"Mucino, Ivan",Female
119,120,"Bermudez, Daniela",AR,126,3.0,3.0,O R Promotions,"Bermudez, Nindolfo",Female
120,121,"Cruz, Erika",MX,126,3.0,4.0,Matchroom,,Female
121,122,"Jonas, Tasha",GB,135,3.0,3.0,Boxxer,"Gallagher, Joe",Female
122,123,"Zamora, Ibeth",MX,112,3.0,4.0,,"Duarte, Carlos",Female
123,124,"Farias, Erica Anabella",AR,130,3.0,3.0,O R Promotions,,Female
124,125,"Bermudez, Evelin",AR,108,3.0,4.0,O R Promotions,,Female
125,126,"Ramirez, Gilberto",MX,175,3.0,4.0,Golden Boy,"Chua, Julian",Male
126,127,"Urbina, Sulem",MX,112,3.0,3.0,Golden Boy,,Female
127,128,"Fundora, Gabriela",US,112,3.0,3.0,Sampson,"Fundora, Freddy",Female
128,129,"Mercado, Yamileth",MX,122,3.0,3.0,,"Reyes, Miguel",Female
129,130,"Han, Jennifer",US,135,3.0,2.0,,"Burke, Louie",Female
130,131,"Yabuki, Masamichi",JP,108,3.0,3.0,,,Male
131,132,"Mitchell, Jamie",US,118,3.0,4.0,Matchroom,"Cooper, Dewey",Female
132,133,"McGee, Mary",US,140,3.0,4.0,DiBella,,Female
133,134,"Hamadouche, Maiva",FR,130,3.0,5.0,Matchroom,"Laloui, Nasser",Female
134,135,"Baumgardner, Alycia",US,130,3.0,4.0,Matchroom,,Female
135,136,"Reis, Kali",CA,140,3.0,4.0,DiBella,"Cohen, Brian",Female
136,137,"Camara, Jessica ",CA,140,3.0,4.0,,"MacKillop, Ian",Female
137,138,"Sharipova, Firuza",KZ,135,3.0,3.0,,"Kubyshev, Sergey",Female
138,139,"Parker, Joseph",NZ,HWT,2.99,2.95,Matchroom,"Lee, Andy",Male
139,140,"Zepeda, William",MX,135,2.97,4.5,Golden Boy,,Male
140,141,"Smith, Liam",GB,154,2.96,3.0,Matchroom,"Gallagher, Joe",Male
141,142,"Garcia, Danny",US,147,2.96,3.0,PBC,"Garcia, Angel",Male
142,143,"Commey, Richard",GH,135,2.94,4.25,DiBella,"Rozier, Andre",Male
143,144,"Rosario, Jeison",DO,154,2.92,3.75,PBC,"Caicedo, Herman",Male
144,145,"Stanionis, Eimantas",LT,147,2.92,3.25,PBC,"Somodio, Marvin",Male
145,146,"Rivera, Michel",DO,135,2.9,3.5,PBC,"Caicedo, Herman",Male
146,147,"Sanchez, Frank",CU,HWT,2.9,2.0,PBC,"Reynoso, Eddy",Male
147,148,"Fundora, Sebastian",US,154,2.88,3.0,PBC,"Fundora, Freddy",Male
148,149,"Cruz, Isaac",MX,135,2.84,4.25,PBC,"Cruz Sr, Isaac",Male
149,150,"Gausha, Terrell",US,154,2.84,2.25,PBC,"Robles, Manny",Male
150,151,"Ramos, Jesus",US,154,2.82,4.0,PBC,"Ramos, Jesus",Male
151,152,"Kovalev, Sergey",RU,175,2.8,3.8,Main Events,"McGirt, Buddy",Male
152,153,"Kurbanov, Magomed",RU,154,2.8,2.75,RCC,,Male
153,154,"Rabii, Mohammed",MA,154,2.78,3.0,SES,"Davison, Ben",Male
154,155,"Ajagba, Efe",NG,HWT,2.78,2.88,Top Rank,"Koroma, Kay",Male
155,156,"Martin, Frank",US,135,2.77,4.0,,"James, Derrick",Male
156,157,"Butaev, Radzhab",RU,147,2.76,3.0,DiBella,,Male
157,158,"Harrison, Tony ",US,154,2.76,3.75,PBC,"Salaam, Ali",Male
158,159,"Zayas, Xander",PR,147,2.76,3.5,Top Rank,"Centeno, Javiel",Male
159,160,"Culcay, Jack",DE,154,2.76,3.0,Agon,"Stachewicz, Michael",Male
160,161,"Abdullaev, Zaur",RU,135,2.75,3.0,RCC,"Popov, Nikolay",Male
161,162,"Ryder, John",GB,168,2.75,3.0,Matchroom,"Sims, Tony",Male
162,163,"Miller, Ladarius",US,135,2.74,2.0,Mayweather,"Ramos, Rafael",Male
163,164,"Teixeira, Patrick",BR,154,2.72,3.25,Golden Boy,"Romo, Rogelio",Male
164,165,"Davis, Keyshawn",US,135,2.7,4.0,Top Rank,"McIntyre, Brian",Male
165,166,"Adams, Brandon",US,154,2.68,3.0,Banner,"Huntley, Dub",Male
166,167,"Yeleussinov, Daniyar",KZ,147,2.68,3.0,,"Santos, Derik",Male
167,168,"Marinez, Jackson",DO,135,2.67,2.5,,"Garcia, Robert",Male
168,169,"Akhmedov, Ali",KZ,168,2.67,4.33,GGG,"Banks, Johnathan",Male
169,170,"Moloney, Jason",AU,118,2.67,3.33,Top Rank,"Hyder, Angelo",Male
170,171,"Whyte, Dillian",GB,HWT,2.67,3.67,Matchroom,"Miller, Xavier",Male
171,172,"Ellis, Rashidi",US,147,2.64,3.0,Golden Boy,"Rivera, Alex",Male
172,173,"Garcia, Sergio",ES,154,2.64,2.5,MaravillaBox,"Iglesias, Victor",Male
173,174,"Hunter, Michael",US,HWT,2.6,2.5,,"Rahman, Hasim",Male
174,175,"Nakatani, Masayoshi",JP,135,2.6,3.0,Top Rank,"Tanaka, Sendai",Male
175,176,"Muratalla, Raymond",US,135,2.57,3.0,,"Garcia, Robert",Male
176,177,"Soro, Michel",FR,154,2.56,3.0,Univent,"Sanchez, Abel",Male
177,178,"Clayton, Custio",CA,147,2.56,3.0,Lee Baxter,"Belanger, Eric",Male
178,179,"Yoka, Tony ",FR,HWT,2.55,2.83,Top Rank,"Hunter, Virgil",Male
179,180,"Fortuna, Javier",DO,135,2.54,4.0,PBC,,Male
180,181,"Ortiz, Jamaine",US,135,2.52,3.75,CES,"Gonzalez, Isaac",Male
181,182,"Cancio, Andrew",US,130,2.5,4.0,Top Rank,"Goossen, Joe",Male
182,183,"Derevyanchenko, Sergiy",UA,160,2.5,4.0,PBC,"Stark, Gary",Male
183,184,"Lara, Erislandy",US,160,2.5,3.13,PBC,"Salas, Ismael",Male
184,185,"Martin, Charles",US,HWT,2.5,3.25,PBC,"Robles, Manny",Male
185,186,"McKenna, Aaron",IE,160,2.5,4.5,Hennessy,,Male
186,187,"Munguia, Jaime",MX,160,2.5,4.0,Golden Boy,"Morales, Erik",Male
187,188,"Papin, Aleksei",RU,200,2.5,3.0,RCC,"Ivichuk, Andrei",Male
188,189,"Rigondeaux, Guillermo",CU,122,2.5,1.5,PBC,"Shields, Ronnie",Male
189,190,"Ugas, Yordenis ",CU,147,2.5,2.5,PBC,"Salas, Ismael",Male
190,191,"Yarde, Anthony ",GB,175,2.5,3.5,Queensberry,"Ajayi, Tunde",Male
191,192,"Lemieux, David",CA,168,2.5,4.0,,"Ramsay, Marc",Male
192,193,"Pascal, Jean ",CA,175,2.5,3.5,,"LaRouche, Stephan",Male
193,194,"Pasillas, Vic",US,126,2.5,4.0,,"Schwartz, Brian",Male
194,195,"Castro, Marc",US,130,2.5,3.0,Matchroom,"Castro, Tony",Male
195,196,"Fierro, Angel",MX,135,2.5,4.0,Matchroom,"Fernandez, Fernando",Male
196,197,"Kavaliauskas, Egidijus",LT,147,2.48,3.5,,"Contreras, Marco",Male
197,198,"Williamson, Troy",GB,154,2.48,4.0,Probellum,"Carney, Craig",Male
198,199,"Vianello, Guido",IT,HWT,2.46,3.5,Top Rank,,Male
199,200,"Avanesyan, David",RU,147,2.42,4.13,Queensberry,,Male
200,201,"Adorno, Joseph",US,135,2.4,3.75,Top Rank,"Adorno, Anibal",Male
201,202,"Benn, Conor",GB,147,2.4,3.75,Matchroom,"Sims, Tony",Male
202,203,"Linares, Jorge",VE,135,2.4,4.0,Teiken,,Male
203,204,"Lopez, Josesito",US,147,2.4,4.25,PBC,"Garcia, Robert",Male
204,205,"Wallin, Otto",SE,HWT,2.38,3.0,Salita,"Gamache, Joey",Male
205,206,"Corrales, Jezreel",PA,135,2.37,2.5,,"Corrales, Alejandro",Male
206,207,"Baraou, Abass",DE,154,2.36,3.0,Wasserman,"Booth, Adam",Male
207,208,"van Heerden, Chris",ZA,147,2.36,3.0,,"Viloria, Brian",Male
208,209,"Garcia, Mikey",US,147,2.36,2.88,Matchroom,"Garcia, Robert",Male
209,210,"Rivas, Oscar",CO,HWT,2.35,3.25,Top Rank,"Ramsay, Marc",Male
210,211,"Baranchyk, Ivan",BY,140,2.33,4.33,DiBella,"Diaz, Pedro",Male
211,212,"Conlan, Michael",IE,126,2.33,1.67,Top Rank,"Booth, Adam",Male
212,213,"Farmer, Tevin",US,130,2.33,2.33,,"Rivas, Raul",Male
213,214,"Ceballo, Brian",US,147,2.32,2.75,360,"Morgan, Colin",Male
214,215,"Romero, Rolando",US,135,2.32,3.25,PBC,"Gordon, Cromwell",Male
215,216,"Brook, Kell",GB,154,2.32,3.25,,"Ingle, Dominic",Male
216,217,"Jones III, Otha",US,135,2.31,3.5,,"Jones, Otha",Male
217,218,"James, Jamal",US,147,2.3,2.88,PBC,"Frazier, Sankara",Male
218,219,"Tagoe, Emmanuel",GH,135,2.3,3.0,DiBella,"Centeno, Javiel",Male
219,220,"Crowley, Cody",CA,147,2.28,3.0,PBC,"Cason, Ibn",Male
220,221,"Perrella, Bryant",US,154,2.28,3.0,PBC,"Nowling, Michael",Male
221,222,"Gamboa, Yuriorkis",CU,135,2.27,2.75,,,Male
222,223,"Cissokho, Souleymane",FR,154,2.24,3.0,Matchroom,"Hunter, Virgil",Male
223,224,"Lipinets, Sergey",RU,147,2.24,3.63,PBC,"Goossen, Joe",Male
224,225,"Selby, Lee",GB,135,2.24,1.75,,"Borg, Tony",Male
225,226,"Polanco, Rohan",DO,147,2.24,3.25,,,Male
226,227,"Ortiz, Luis",CU,HWT,2.23,2.75,PBC,"Caicedo, Herman",Male
227,228,"Helenius, Robert",FI,HWT,2.23,3.13,,"Lindstrom, Johan",Male
228,229,"Williams, Julian",US,154,2.22,3.0,PBC,"Edwards, Stephen",Male
229,230,"Pulev, Kubrat",BG,HWT,2.2,2.13,,"Cason, Ibn",Male
230,231,"Verdejo, Felix",PR,135,2.2,3.0,,,Male
231,232,"Vargas, Jessie",US,154,2.2,2.75,Matchroom,"Zavala, Ernie",Male
232,233,"Jalolov, Bakhodir",UZ,HWT,2.2,4.0,DiBella,,Male
233,234,"Fitzgerald, Scott",GB,154,2.18,3.0,Matchroom,"Jennings, Michael",Male
234,235,"Walsh, Liam",GB,135,2.18,2.0,MTK Global,"Everett, Graham",Male
235,236,"Machado, Alberto",PR,135,2.17,3.0,Golden Boy,"Montanez, Victor",Male
236,237,"Hughes, Maxi",GB,135,2.17,3.0,Matchroom,"O'Hagan, Sean",Male
237,238,"Clark, Jamontay",US,154,2.16,3.0,PBC,"Benford, Kevin",Male
238,239,"Mbenge, Thulani",ZA,147,2.16,3.75,Golden Gloves,"Smith, Sean",Male
239,240,"Fedosov, Andrey",RU,HWT,2.15,3.0,Banner,,Male
240,241,"Patera, Francesco",BE,135,2.14,2.5,,"Patera, Biagio",Male
241,242,"Hurd, Jarrett",US,154,2.13,3.0,PBC,"Koroma, Kay",Male
242,243,"Hooker, Maurice",US,147,2.1,4.13,,"McIntyre, Brian",Male
243,244,"Mason, Abdullah",US,135,2.1,4.0,Top Rank,"Mason, Valiant",Male
244,245,"Algieri, Chris",US,147,2.09,3.0,Star,"Santos, Derik",Male
245,246,"Hernandez, Vladimir",MX,154,2.09,4.0,,,Male
246,247,"Kelly, Josh",GB,147,2.08,2.0,Wasserman,"Booth, Adam",Male
247,248,"Sirenko, Vladyslav",UA,HWT,2.08,3.0,,,Male
248,249,"Chisora, Derek",GB,HWT,2.08,4.06,,"McGirt, Buddy",Male
249,250,"Orozco, Antonio",MX,147,2.07,4.0,,"Barragan, Carlos",Male
250,251,"Booker, Chordale",US,154,2.06,3.0,,"Mickens, Ahmad",Male
251,252,"Cheeseman, Ted",GB,154,2.06,4.13,Matchroom,"Sims, Tony",Male
252,253,"Dulorme, Thomas",PR,147,2.06,3.0,PBC,"Diaz, Joel",Male
253,254,"Takam, Carlos",FR,HWT,2.05,3.5,Star,"Yarde, Dwight",Male
254,255,"Fernandez, Jon",ES,135,2.05,3.25,MaravillaBox,"Rodriguez, Tinin",Male
255,256,"Collazo, Luis",US,147,2.04,2.75,,"Vargas, Willie",Male
256,257,"Majidov, Mahammadrasul",AZ,HWT,2.04,3.25,Matchroom,"Jackson, John David",Male
257,258,"Kabayel, Agit",DE,HWT,2.03,2.88,SES,"Aksu, Sukru",Male
258,259,"Horn, Jeff",AU,154,2.03,3.0,D&amp;L,"Rushton, Glenn",Male
259,260,"Bakole, Martin",CG,HWT,2.02,3.0,,"Nelson, Billy",Male
260,261,"Forrest, Jerry",US,HWT,2.01,2.75,DiBella,"Chase, Anthony",Male
261,262,"Abdukakhorov, Kudratillo",UZ,147,2.0,3.0,Sampson,"Aliev, Iigar",Male
262,263,"Acosta, Angel",PR,112,2.0,5.0,Golden Boy,"DeLeon, Juan",Male
263,264,"Adames, Carlos",DO,160,2.0,4.0,PBC,"Salas, Ismael",Male
264,265,"Akhmedov, Batyr",RU,140,2.0,4.0,,"Diaz, Joel",Male
265,266,"Alvarado, Rene",NI,130,2.0,3.0,Golden Boy,"Gonzalez, Sergio",Male
266,267,"Apochi, Efetobor",NG,200,2.0,5.0,PBC,"Shields, Ronnie",Male
267,268,"Araneta, Christian",PH,108,2.0,4.0,,"Junco, Jinggoy",Male
268,269,"Barrera, Sullivan",CU,175,2.0,3.0,,"Santos, Derik",Male
269,270,"Barrios, Mario",US,140,2.0,3.0,PBC,"Hunter, Virgil",Male
270,271,"Bell, Albert",US,130,2.0,2.0,,"Bell, Andrew",Male
271,272,"Beltran, Raymundo",MX,135,2.0,3.75,,"Roach, Freddie",Male
272,273,"Billam-Smith, Chris",GB,200,2.0,3.0,Matchroom,"McGuigan, Shane",Male
273,274,"Boesel, Dominic",DE,175,2.0,3.0,SES,"Dzemski, Dirk",Male
274,275,"Bolotniks, Ricards",LV,175,2.0,4.0,LNK,"Siholajs, Dmitirijs",Male
275,276,"Boyd, Luke ",AU,122,2.0,5.0,,"Williams, Rodney",Male
276,277,"Brant, Rob",US,160,2.0,3.0,,"McIntyre, Brian",Male
277,278,"Can, Xu",CN,126,2.0,3.0,Golden Boy,"Diaz, Pedro",Male
278,279,"Canizales, Carlos",VE,108,2.0,4.0,,"Hernandez, Nicolas",Male
279,280,"Caraballo, Carlos",PR,118,2.0,4.0,Top Rank,,Male
280,281,"Cash, Felix",GB,160,2.0,4.0,Matchroom,"Sims, Tony",Male
281,282,"Castro, Carlos",US,122,2.0,4.0,PBC,"Robles, Manny",Male
282,283,"Ceja, Julio",MX,122,2.0,5.0,Pueblo,"Salas, Ismael",Male
283,284,"Centeno Jr, Hugo",US,160,2.0,3.0,Salita,"Centeno, Hugo",Male
284,285,"Chudinov, Fedor",RU,168,2.0,3.0,,,Male
285,286,"Cintron, Jeyvier",PR,115,2.0,3.0,,"Calderon, Ivan",Male
286,287,"Clary, Toka Kahn",US,126,2.0,3.0,,"Roach, Freddie",Male
287,288,"Coceres, Marcelo Esteban",AR,168,2.0,3.0,Argentina Boxing,"Paniagua, Ruben",Male
288,289,"Conceicao, Robson",BR,130,2.0,3.0,Top Rank,"Barreto, Luiz Carlos",Male
289,290,"Cuadras, Carlos",MX,115,2.0,4.0,Teiken,"Hernandez, Rudy",Male
290,291,"Davies, Ohara",GB,140,2.0,3.0,Probellum,"Fernandez, Angel",Male
291,292,"De La Hoya, Diego",MX,122,2.0,4.0,Golden Boy,"Diaz, Joel",Male
292,293,"Dickens, Jazza",GB,126,2.0,3.0,,,Male
293,294,"Dirrell, Anthony ",US,168,2.0,3.0,PBC,"Steward, SugarHill",Male
294,295,"Dlamini, Lerato",ZA,126,2.0,3.0,Rumble Africa,"Nathan, Colin",Male
295,296,"Dusmatov, Hasanboy",UZ,108,2.0,4.0,World of Boxing,"Diaz, Antonio",Male
296,297,"Easter Jr, Robert",US,140,2.0,3.0,PBC,"Easter, Robert",Male
297,298,"Edwards, Charlie ",GB,118,2.0,2.0,Queensberry,"Smith, Grant",Male
298,299,"Escandon, Oscar",CO,126,2.0,3.0,PBC,"Guerrero, Ruben",Male
299,300,"Eubank Jr, Chris",GB,160,2.0,3.0,Wasserman,"Jones, Roy",Male
300,301,"Falcao, Esquiva",BR,160,2.0,2.5,Top Rank,"Garcia, Robert",Male
301,302,"Fayfer, Ruslan ",RU,200,2.0,2.5,,,Male
302,303,"Feliciano, Luis",US,140,2.0,4.0,Golden Boy,"Lira, Ben",Male
303,304,"Fielding, Rocky",GB,168,2.0,3.0,,"Moore, Jamie",Male
304,305,"Flores Jr, Gabriel",US,130,2.0,3.0,Top Rank,"Flores, Gabriel",Male
305,306,"Foster, Charles",US,175,2.0,2.0,Murphys,"Rosa, Luis",Male
306,307,"Foster, O'Shaquie",US,130,2.0,3.0,Probellum,"Benton, Bobby",Male
